gene_id,gene_name,nreg_total,resid_total,baseMean,shet,ess_hart,ess_cegv2,druggable
ENSG00000110442,COMMD9,143,-49.666964252197836,29.976839443617482,0.0042652,False,False,False
ENSG00000110446,SLC15A3,60,14.298886069680378,0.5018746321756873,0.00050099,False,False,True
ENSG00000110448,CD5,376,-30.23588894932257,239.76508439472016,0.00195621,False,False,False
ENSG00000110455,ACCS,87,2.9606341824070874,2.987238707757362,0.00036832,False,False,False
ENSG00000110492,MDK,259,176.5073999356286,2.69698060244188,0.01575868,False,False,False
ENSG00000110497,AMBRA1,130,-86.90160794397363,41.65255752491079,0.40963956,False,False,False
ENSG00000110514,MADD,155,-56.230108170348004,38.414406505143255,0.02725775,False,False,False
ENSG00000110536,PTPMT1,39,-94.38419241984352,10.601367120974652,0.00194012,False,False,False
ENSG00000110583,NAA40,86,-70.88163432698124,16.720712712021133,0.01060625,False,False,False
ENSG00000110628,SLC22A18,144,35.869243404470936,7.022529311492763,0.0007105,False,False,True
ENSG00000110651,CD81,174,-53.96461533585982,50.54340497563505,0.12201092,False,False,False
ENSG00000110660,SLC35F2,225,12.212567957053551,46.78717202339748,0.00196859,False,False,True
ENSG00000110665,C11orf21,107,26.448687741057988,4.10903343453079,0.06006766,False,False,False
ENSG00000110696,C11orf58,180,-193.76099354794542,195.95597805578467,0.06049499,False,False,False
ENSG00000110697,PITPNM1,303,52.815319781228695,62.32846542668553,0.04132565,False,False,False
ENSG00000110711,AIP,400,-22.418817884268023,279.87857223789314,0.0124396,False,False,False
ENSG00000110713,NUP98,116,-152.9398754113626,77.69651918528626,0.22673954,True,False,False
ENSG00000110717,NDUFS8,78,-124.33165150297691,34.177286276601805,0.03276214,False,False,False
ENSG00000110719,TCIRG1,277,54.946655082163446,45.58574135492995,0.0023832,False,False,True
ENSG00000110721,CHKA,85,-21.47221358986684,5.641751095454109,0.03612421,False,False,False
ENSG00000110723,EXPH5,26,-25.81939513641075,0.7297926672805755,0.00153612,False,False,False
ENSG00000110756,HPS5,125,-82.20914193654681,36.85702443017019,0.00756503,False,False,False
ENSG00000110768,GTF2H1,157,-130.40633667363645,94.93651526133824,0.13417282,False,True,False
ENSG00000110777,POU2AF1,433,205.20644730498975,67.26467637791943,0.07093108,False,False,False
ENSG00000110801,PSMD9,194,-112.51588806199958,110.92078632865783,0.00405647,False,False,False
ENSG00000110841,PPFIBP1,278,132.71949839270508,15.404277864012029,0.00881545,False,False,False
ENSG00000110844,PRPF40B,82,-16.205749841526803,4.4622738630690035,0.07522767,False,False,False
ENSG00000110848,CD69,580,288.8970738081132,107.38620412432776,0.00878653,False,False,False
ENSG00000110851,PRDM4,106,-130.95534938430637,54.12734211266713,0.06247122,False,False,False
ENSG00000110852,CLEC2B,523,217.1763540078258,109.33824319145334,0.00185404,False,False,False
ENSG00000110871,COQ5,157,-65.9735478751625,45.1471287252384,0.00435011,False,False,False
ENSG00000110876,SELPLG,507,127.38066091437825,230.13098253327692,0.01597869,False,False,False
ENSG00000110880,CORO1C,281,61.2688546519247,44.07159583704866,0.23416161,False,False,False
ENSG00000110881,ASIC1,68,-20.15368947693198,3.60869357795759,0.06823553,False,False,True
ENSG00000110888,CAPRIN2,155,20.63466282258109,10.85002994430313,0.03827656,False,False,False
ENSG00000110906,KCTD10,71,-101.09192402710318,21.85897291931393,0.09967886,False,False,False
ENSG00000110911,SLC11A2,143,-43.187941848123785,27.9019217902016,0.02608147,False,False,True
ENSG00000110917,MLEC,415,72.04953816909756,159.96143961408862,0.17790328,False,False,False
ENSG00000110925,CSRNP2,109,-19.717867140067437,9.667957290916608,0.16804531,False,False,False
ENSG00000110934,BIN2,507,187.13870997387767,144.16903364830702,0.0056515,False,False,False
ENSG00000110944,IL23A,392,189.24990874735715,38.23178989351668,0.03428974,False,False,False
ENSG00000110955,ATP5F1B,414,-18.604223561763533,290.3337811576636,0.17641158,False,True,True
ENSG00000110958,PTGES3,48,-62.962884022560765,6.545076030029833,0.52176057,False,False,False
ENSG00000110987,BCL7A,176,21.526824895090982,16.316862721523524,0.23792479,False,False,False
ENSG00000111011,RSRC2,222,-93.64279993406119,121.49293184461725,0.45324983,False,False,False
ENSG00000111052,LIN7A,122,22.559229394679335,5.132245194791702,0.02603109,False,False,False
ENSG00000111057,KRT18,44,-5.384086085670061,0.6140501095974089,0.06600287,False,False,False
ENSG00000111087,GLI1,7,-29.006849290789404,0.22464147137531162,0.00979902,False,False,False
ENSG00000111142,METAP2,349,-35.82677851520363,221.4231184515076,0.04315841,False,False,False
ENSG00000111144,LTA4H,176,-95.7491428330478,79.92312591556782,0.01129515,False,False,False
ENSG00000111145,ELK3,151,-15.728858929547933,20.182446721249875,0.04622205,False,False,False
ENSG00000111186,WNT5B,150,82.06920640158987,1.627966654368831,0.10278991,False,False,False
ENSG00000111196,MAGOHB,71,-66.78430366701835,11.852473630473265,0.00978494,False,False,False
ENSG00000111203,ITFG2,145,-40.648001263959856,27.23101624627153,0.00189695,False,False,False
ENSG00000111206,FOXM1,388,80.21100779665618,110.269722249658,0.05110316,False,False,False
ENSG00000111224,PARP11,208,20.625450466621565,27.61532519601884,0.00440657,False,False,False
ENSG00000111229,ARPC3,178,-107.38794619016753,89.27354549885142,0.03060489,False,False,False
ENSG00000111237,VPS29,45,-63.95875615908729,5.869354092014625,0.0888097,False,False,False
ENSG00000111247,RAD51AP1,179,-11.724681693813729,29.843882407017073,0.00440192,False,False,False
ENSG00000111252,SH2B3,252,47.07656275937401,35.55351344080716,0.00663818,False,False,False
ENSG00000111261,MANSC1,46,-9.603803288221629,0.9330452281572046,0.00344501,False,False,False
ENSG00000111266,DUSP16,380,36.44470898324407,154.23601026674683,0.07659688,False,False,False
ENSG00000111269,CREBL2,224,26.19101639752232,32.08512541103703,0.1611207,False,False,False
ENSG00000111271,ACAD10,51,-43.1192164912978,3.9016862338990177,0.00016871,False,False,False
ENSG00000111276,CDKN1B,397,130.7431460178164,74.33725810763465,0.02639635,False,False,False
ENSG00000111300,NAA25,116,-56.67815684696758,23.40077617676029,0.2548417,False,False,False
ENSG00000111321,LTBR,22,-22.64106740521385,0.46199927101771043,0.06758173,False,False,True
ENSG00000111325,OGFOD2,55,-92.69158508425147,14.085756045768955,0.00025909,False,False,False
ENSG00000111328,CDK2AP1,321,36.953861585688045,91.58626783245441,0.12634592,False,False,False
ENSG00000111331,OAS3,464,196.7059535059102,76.3261045154789,0.00027371,False,False,False
ENSG00000111335,OAS2,483,70.94305365788864,251.86862176236835,0.00031034,False,False,False
ENSG00000111348,ARHGDIB,669,-26.45755178961838,1063.978596217234,0.00537576,False,False,False
ENSG00000111358,GTF2H3,312,45.13726355656577,77.77457900769377,0.00167652,False,False,False
ENSG00000111364,DDX55,187,-39.12170836107263,50.02018866913119,0.00254265,False,True,False
ENSG00000111371,SLC38A1,482,35.303080857103225,314.2865142307647,0.10280984,False,False,True
ENSG00000111412,SPRING1,30,-81.42862757547536,6.276822542976629,0.00339726,False,False,False
ENSG00000111424,VDR,525,146.3059178241437,244.51393040962952,0.02503914,False,False,True
ENSG00000111445,RFC5,191,-6.406147480572557,32.46702705683591,0.00980989,False,True,False
ENSG00000111450,STX2,224,10.310806292667529,40.161425149678564,0.00337262,False,False,False
ENSG00000111481,COPZ1,203,-62.10463076816117,73.36784897891583,0.09569758,True,True,False
ENSG00000111490,TBC1D30,128,55.16461750086104,2.4558686524889444,0.0282692,False,False,False
ENSG00000111530,CAND1,212,-156.95514865742177,187.8585466799286,0.32347221,False,False,False
ENSG00000111536,IL26,261,45.93288053851309,50.129178929665464,0.00077517,False,False,False
ENSG00000111537,IFNG,580,54.105492826448824,1099.1133697901146,0.04227943,False,False,False
ENSG00000111540,RAB5B,375,138.10733107494733,53.41809011145207,0.05501896,False,False,False
ENSG00000111554,MDM1,187,-20.82646670817889,37.20808036213344,0.00185221,False,False,False
ENSG00000111581,NUP107,240,-12.54386113724533,66.14053932329783,0.02112303,False,False,False
ENSG00000111596,CNOT2,107,-152.29277583714585,69.663510610204,0.56968623,False,False,False
ENSG00000111602,TIMELESS,125,-39.88927880609707,19.13082209217977,0.00444318,False,False,False
ENSG00000111605,CPSF6,156,-77.31362797234354,52.71016142675617,0.69454893,False,False,False
ENSG00000111615,KRR1,293,-30.366327442264634,136.24332423457312,0.01163423,False,True,False
ENSG00000111642,CHD4,199,-110.04860571554804,112.31507308893765,0.2407141,True,False,False
ENSG00000111647,BLTP3B,213,-37.95232218153439,66.99020562213894,0.03284006,False,False,False
ENSG00000111652,COPS7A,130,-117.22562153168425,61.777493776295124,0.03951488,False,False,False
ENSG00000111653,ING4,176,41.67619298648625,10.760359621476226,0.03549761,False,False,False
ENSG00000111665,CDCA3,213,-0.9961104901816356,41.95048877845187,0.02559114,False,False,False
ENSG00000111666,CHPT1,247,49.77939930310767,33.04946070935469,0.00343517,False,False,False
ENSG00000111667,USP5,150,-93.76156340363966,57.72228607485097,0.0833232,False,True,False
ENSG00000111670,GNPTAB,407,86.06691636466249,126.59903789504008,0.00981679,False,False,False
ENSG00000111671,SPSB2,175,31.28811184598566,13.693586136465331,0.00075428,False,False,False
ENSG00000111674,ENO2,469,156.63534603963532,133.4119220621132,0.06529513,False,False,False
ENSG00000111676,ATN1,379,147.2185965834381,53.26556206442146,0.21978527,False,False,False
ENSG00000111678,C12orf57,494,119.66021244538656,194.29741750946198,0.0031536,False,False,False
ENSG00000111679,PTPN6,421,50.68987157814509,204.12903258947023,0.22892767,False,False,False
ENSG00000111684,LPCAT3,169,-19.031888381594463,27.679787519064316,0.07719898,False,False,False
ENSG00000111696,NT5DC3,159,12.614114195604152,15.388481716206991,0.01174202,False,False,False
ENSG00000111707,SUDS3,125,-95.76764186176426,43.719986965924534,0.05676304,False,False,False
ENSG00000111711,GOLT1B,250,-55.142729046902986,109.54272455778204,0.11085071,False,False,False
ENSG00000111716,LDHB,582,-82.59942737320566,928.5765077660254,0.0114947,False,False,False
ENSG00000111725,PRKAB1,263,48.739746111894775,40.019674214647395,0.02243487,False,False,False
ENSG00000111726,CMAS,238,-32.74065683517826,77.67334288195619,0.05013635,False,False,False
ENSG00000111727,HCFC2,166,0.5660092975648112,19.356844163706405,0.21941829,False,False,False
ENSG00000111731,C2CD5,144,-97.8850851257685,56.20098685181026,0.01611127,False,False,False
ENSG00000111737,RAB35,163,-97.64511768981438,71.7275822760811,0.14165295,False,False,False
ENSG00000111752,PHC1,170,40.23271644762625,10.021771871971534,0.17982838,False,False,False
ENSG00000111775,COX6A1,281,-114.96570667244467,224.4928088145071,0.00210584,False,False,False
ENSG00000111785,RIC8B,122,-28.992771611239533,14.830938300902586,0.17543139,False,False,False
ENSG00000111786,SRSF9,274,-36.904368878016726,116.83107595578458,0.23418942,False,False,False
ENSG00000111790,FGFR1OP2,305,18.155429814142053,90.52489548587397,0.01856926,False,False,False
ENSG00000111796,KLRB1,121,68.4379466781323,0.9158180681184411,0.00200247,False,False,False
ENSG00000111801,BTN3A3,284,102.13470811567302,25.68509693660903,0.00022671,False,False,False
ENSG00000111802,TDP2,128,-106.19649757872575,51.73439427595887,0.00375329,False,False,False
ENSG00000111817,DSE,115,47.90137956998427,1.5807044259741312,0.0523672,False,False,False
ENSG00000111832,RWDD1,296,-15.732747034808895,118.18983355896208,0.08415524,False,False,False
ENSG00000111843,TMEM14C,219,-40.893533582018605,70.21439639219464,0.00686973,False,False,False
ENSG00000111859,NEDD9,235,29.467760091415542,37.725236850929235,0.05560498,False,False,False
ENSG00000111860,CEP85L,347,114.15629493590791,50.730840542537976,0.02431584,False,False,False
ENSG00000111863,ADTRP,176,33.073790697171546,18.75773441503709,0.00058947,False,False,False
ENSG00000111875,ASF1A,339,38.46125422086253,103.2214552734104,0.22271482,False,False,False
ENSG00000111877,MCM9,70,-67.56821580487215,11.781119375295722,0.00359363,False,False,False
ENSG00000111879,FAM184A,176,22.58811484845883,17.277803445917424,0.00315387,False,False,False
ENSG00000111885,MAN1A1,285,39.91545890107862,65.02495804409267,0.05261753,False,False,False
ENSG00000111897,SERINC1,443,204.3838122706186,54.42324313233185,0.029324,False,False,False
ENSG00000111906,HDDC2,283,29.342533101626543,68.51403967209949,0.00099594,False,False,False
ENSG00000111911,HINT3,97,-87.63672455105953,26.573581391141147,0.00090786,True,False,False
ENSG00000111912,NCOA7,236,35.74303916970337,33.11120002953116,0.02880496,False,False,False
ENSG00000111961,SASH1,82,3.5526794617249564,2.5145042849246186,0.04021085,False,False,False
ENSG00000112029,FBXO5,147,-41.86475052560139,28.23808122942242,0.10638951,False,False,False
ENSG00000112031,MTRF1L,126,-55.242654852550245,25.38088976922074,0.0005443,False,False,False
ENSG00000112033,PPARD,87,-43.492679976618284,10.351569512566156,0.2133778,False,False,True
ENSG00000112039,FANCE,101,-45.747279096909566,13.997742679122544,0.00430273,False,False,False
ENSG00000112062,MAPK14,143,-142.12094111156284,89.03934370189093,0.06989157,False,False,False
ENSG00000112078,KCTD20,230,-88.48967748813116,123.47980067500237,0.01533562,False,False,False
ENSG00000112079,STK38,371,103.94425602313068,89.54382354659207,0.02268069,False,False,True
ENSG00000112116,IL17F,30,-38.88576063904,2.5732971231345068,0.00085399,False,False,False
ENSG00000112118,MCM3,416,62.423434653560065,164.96420629548348,0.01342434,False,True,False
ENSG00000112130,RNF8,90,-128.30095611295303,42.7049134440901,0.18664543,False,False,False
ENSG00000112137,PHACTR1,45,-2.164288768120775,0.5918776949543656,0.1035823,False,False,False
ENSG00000112139,MDGA1,88,8.2183097000363,2.676301165668135,0.0681465,False,False,False
ENSG00000112144,CILK1,176,4.273395223038072,21.523155994420918,0.02429447,False,False,False
ENSG00000112146,FBXO9,178,-50.050917678400424,49.89048032341477,0.02794982,False,False,False
ENSG00000112149,CD83,369,161.5453977962006,49.08512463463265,0.00425975,False,False,False
ENSG00000112167,SAYSD1,100,-34.61183241730042,11.111125527044019,0.00184118,False,False,False
ENSG00000112182,BACH2,424,220.56667046463127,43.65745494872971,0.35890046,False,False,False
ENSG00000112195,TREML2,240,116.1349271327559,12.046479331477721,0.00078434,False,False,False
ENSG00000112200,ZNF451,54,-128.73775304041314,25.57726624318369,0.01653098,False,False,False
ENSG00000112208,BAG2,250,-30.418957573720306,89.463695506382,0.03140679,False,False,False
ENSG00000112210,RAB23,100,-15.67166794048659,6.924650898048649,0.00568645,False,False,False
ENSG00000112218,GPR63,53,-39.7200432614187,3.680148330720651,0.01029741,False,False,True
ENSG00000112234,FBXL4,112,-64.64618549037948,23.408341743356136,0.00584033,False,False,False
ENSG00000112237,CCNC,421,106.11510570037103,120.64721096871457,0.2803881,False,False,False
ENSG00000112242,E2F3,148,-82.72083693515697,49.8728907155112,0.17200666,False,False,False
ENSG00000112276,BVES,72,21.51869034337716,0.7301107850195349,0.00845009,False,False,False
ENSG00000112282,MED23,179,-37.431883304252864,41.44163071966961,0.02723539,False,False,False
ENSG00000112290,WASF1,52,-16.300109660089614,1.6755870176830368,0.41093309,False,False,False
ENSG00000112294,ALDH5A1,215,85.94123699637179,10.383487017741302,0.00210674,False,False,False
ENSG00000112297,CRYBG1,244,33.88022445682185,38.41881153809481,0.00103057,False,False,False
ENSG00000112303,VNN2,167,76.55347697812807,3.924972254645515,0.00024039,False,False,False
ENSG00000112304,ACOT13,246,2.0482308914883305,59.7276348199876,0.00081215,False,False,False
ENSG00000112305,SMAP1,291,31.774386963954825,68.53041717459908,0.22483747,False,False,False
ENSG00000112308,C6orf62,159,-98.55115032696122,68.2394783074343,0.41111125,False,False,False
ENSG00000112312,GMNN,550,203.48409514179917,157.31090319228787,0.00997176,False,False,False
ENSG00000112335,SNX3,221,-86.63726788503955,110.01357790700024,0.07002008,False,False,False
ENSG00000112339,HBS1L,362,-98.39971549015166,345.2986893267029,0.01932398,False,False,False
ENSG00000112343,TRIM38,278,-3.5269373737894227,86.49001122828258,0.00042283,False,False,False
ENSG00000112357,PEX7,82,-36.7607894026315,7.69181968977391,0.00225658,False,False,False
ENSG00000112365,ZBTB24,40,-82.97026123014366,8.47364492902293,0.03094062,False,False,False
ENSG00000112367,FIG4,218,62.98835412263932,16.473972286999064,0.00460405,False,False,False
ENSG00000112378,PERP,215,20.229697196678124,31.59238530703196,0.00797669,False,False,False
ENSG00000112394,SLC16A10,108,10.878632353051344,4.308309862594338,0.03110892,False,False,True
ENSG00000112406,HECA,393,19.480466183771156,188.17245605877318,0.08575946,False,False,False
ENSG00000112419,PHACTR2,224,17.295861297079796,41.296276277981114,0.02417975,False,False,False
ENSG00000112425,EPM2A,103,-9.042601866427077,6.4219786864916895,0.00293563,False,False,False
ENSG00000112473,SLC39A7,165,-40.098071425979896,35.938933219108776,0.01024148,False,False,True
ENSG00000112486,CCR6,104,50.38207748037091,0.8247270467475748,0.01702064,False,False,True
ENSG00000112511,PHF1,322,137.34879975256416,26.951316996499315,0.14182837,False,False,False
ENSG00000112514,CUTA,548,235.94823705004734,114.38495670546703,0.00089792,False,False,False
ENSG00000112531,QKI,137,-127.89785717945601,74.02689344963682,0.49586636,False,False,False
ENSG00000112561,TFEB,121,1.333087549255609,7.622339678427431,0.15454951,False,False,False
ENSG00000112576,CCND3,362,-55.80316393075918,257.3342968786296,0.24832278,False,False,False
ENSG00000112584,FAM120B,82,-51.3582492899239,10.426185054628847,0.00680203,False,False,False
ENSG00000112592,TBP,77,-126.13132127391515,35.306076344437365,0.00576351,False,False,False
ENSG00000112599,GUCA1B,44,-32.82688438193013,2.3476874234539413,0.00103602,False,False,False
ENSG00000112624,BICRAL,174,-25.470609090653305,33.33999330837679,0.35727004,False,False,False
ENSG00000112640,PPP2R5D,250,-49.909337213486225,102.44399116160956,0.24433275,False,False,False
ENSG00000112658,SRF,304,1.7620327503968412,113.65729761818866,0.33066629,False,False,False
ENSG00000112659,CUL9,55,-51.443861482428424,5.525356577808481,0.05252591,False,False,False
ENSG00000112667,DNPH1,464,181.01410786537252,90.64388996911579,0.00276802,False,False,False
ENSG00000112679,DUSP22,254,91.3907127273311,18.526695830950903,0.00106083,False,False,False
ENSG00000112685,EXOC2,211,-70.14866464450094,86.67955633312825,0.02065155,False,False,False
ENSG00000112695,COX7A2,283,-72.45441182361368,166.1754277970607,0.00437286,False,False,False
ENSG00000112697,TMEM30A,262,48.57571369993445,39.77326599752618,0.0384174,False,False,False
ENSG00000112699,GMDS,210,-26.263877174563596,53.91069180808453,0.08389433,False,False,False
ENSG00000112715,VEGFA,577,413.55109453302583,31.375181821379293,0.05925455,False,False,False
ENSG00000112742,TTK,227,11.713647635988544,41.453147287124885,0.02294478,False,False,True
ENSG00000112759,SLC29A1,321,104.49095535234233,53.531124052488465,0.03411826,False,False,True
ENSG00000112763,BTN2A1,119,-13.265276295209652,10.21508718054561,0.00045761,False,False,False
ENSG00000112773,TENT5A,132,73.73141797271651,0.9788530043612418,0.261666,False,False,False
ENSG00000112782,CLIC5,191,66.96864934012322,8.73086976188789,0.00237144,False,False,True
ENSG00000112799,LY86,38,-15.339749399880052,0.9465969315520253,0.00115916,False,False,False
ENSG00000112812,PRSS16,50,-4.573998753356982,1.0868543018547803,0.00091498,False,False,False
ENSG00000112851,ERBIN,255,-11.756869123673937,74.5344122217838,0.14069038,False,False,False
ENSG00000112874,NUDT12,47,3.867875790034196,0.4160005633973079,0.00055062,False,False,False
ENSG00000112877,CEP72,121,-68.00377176220118,28.414395656757783,0.00055527,False,False,False
ENSG00000112893,MAN2A1,206,-29.66066901412492,52.80328993761786,0.03386994,False,False,False
ENSG00000112941,TENT4A,81,-133.85802192713592,41.10224817211584,0.27963654,False,False,False
ENSG00000112972,HMGCS1,518,176.95015105148525,159.68738852788886,0.28308576,False,False,False
ENSG00000112977,DAP,263,-21.777411999700064,90.64153111699123,0.00594985,False,False,False
ENSG00000112983,BRD8,120,-101.77728037424649,44.068687363742626,0.10557927,False,False,False
ENSG00000112984,KIF20A,253,6.944013562546019,61.21042566568462,0.00917629,False,False,False
ENSG00000112992,NNT,145,-50.76622548521443,31.585866725479626,0.06043043,False,False,False
ENSG00000113013,HSPA9,368,51.09558496554321,127.99089191370554,0.10344575,True,True,False
ENSG00000113068,PFDN1,122,-107.4891870222814,48.59845883213159,0.02247517,False,False,False
ENSG00000113070,HBEGF,360,157.034527917538,38.44928445073443,0.03162754,False,False,False
ENSG00000113088,GZMK,269,189.67168521118012,2.9488216378829493,0.00092646,False,False,False
ENSG00000113108,APBB3,139,-5.114960524062816,13.476127026444422,0.00505188,False,False,False
ENSG00000113119,TMCO6,67,-49.62118211222416,7.128816119459319,0.00080819,False,False,False
ENSG00000113163,CERT1,229,-45.73968797406354,80.73095773462146,0.08921845,False,False,False
ENSG00000113194,FAF2,149,-92.62268653777073,56.70522602617275,0.16647763,False,False,False
ENSG00000113240,CLK4,333,137.00811553214683,31.155881995948818,0.02970333,False,False,True
ENSG00000113263,ITK,635,217.8907929930943,281.58260784339336,0.03169832,False,False,True
ENSG00000113269,RNF130,194,90.51846106524866,5.659755719760921,0.03440414,False,False,False
ENSG00000113272,THG1L,182,-7.727880206252095,29.74415074758398,0.00145365,False,False,False
ENSG00000113273,ARSB,273,17.404907420270405,68.5568562451466,0.00847254,False,False,False
ENSG00000113282,CLINT1,302,-14.15923665053188,123.97657011304078,0.26018423,False,False,False
ENSG00000113300,CNOT6,102,-141.4004060156078,58.21252229189018,0.05440067,False,False,True
ENSG00000113318,MSH3,83,-109.23031530991084,29.68188345311456,0.00170306,False,False,False
ENSG00000113319,RASGRF2,262,73.14214503025809,32.15441205218896,0.04758542,False,False,False
ENSG00000113328,CCNG1,521,192.705538518153,138.29617834561228,0.00412687,False,False,False
ENSG00000113356,POLR3G,193,69.67452861984961,9.984982600560762,0.00145017,False,False,False
ENSG00000113360,DROSHA,147,-75.83716666536981,45.201996980980894,0.06085774,False,False,False
ENSG00000113368,LMNB1,415,92.65091679673816,126.78501027693638,0.0963072,False,False,False
ENSG00000113369,ARRDC3,559,357.23846792577734,35.16382675924432,0.13503254,False,False,False
ENSG00000113384,GOLPH3,208,-175.2376776336107,206.7379898295515,0.0631884,False,False,False
ENSG00000113387,SUB1,257,-95.53860589835674,162.37258389584755,0.51645387,False,False,False
ENSG00000113391,FAM172A,193,-1.9212228184359788,30.657383712332166,0.00742039,False,False,False
ENSG00000113441,LNPEP,380,127.64222201101332,64.27527738746946,0.07974295,False,False,False
ENSG00000113448,PDE4D,479,163.8982337805233,122.01539742369401,0.11803975,False,False,False
ENSG00000113456,RAD1,142,-58.692850619975005,34.21701203472351,0.00234406,False,False,False
ENSG00000113460,BRIX1,484,150.45986257996614,161.61334580370604,0.05977317,True,False,False
ENSG00000113504,SLC12A7,354,112.86377324220263,65.12721265730318,0.00808857,False,False,True
ENSG00000113520,IL4,343,201.4899502732991,17.639341738792677,0.0029578,False,False,False
ENSG00000113522,RAD50,307,5.024772255953394,107.44851673687631,0.00449631,False,False,False
ENSG00000113525,IL5,567,390.6927516596438,36.088894607715304,0.00168832,False,False,False
ENSG00000113532,ST8SIA4,397,61.15707730311516,147.71364211601704,0.04089921,False,False,False
ENSG00000113552,GNPDA1,264,58.311481613564624,37.880244713235896,0.00494608,False,False,False
ENSG00000113555,PCDH12,45,-1.0667287088087392,0.6404202986070217,0.00466318,False,False,False
ENSG00000113575,PPP2CA,176,-135.38348078545386,117.26109003637234,0.4187133,False,True,False
ENSG00000113580,NR3C1,461,203.66910180152405,67.14811101070792,0.11014856,False,False,True
ENSG00000113583,C5orf15,238,33.10679218880092,36.08092347727373,0.00409704,False,False,False
ENSG00000113595,TRIM23,161,14.215812706381413,13.701939720636613,0.02648623,False,False,False
ENSG00000113597,TRAPPC13,110,-109.22872002481071,42.8468633813711,0.01744077,False,False,False
ENSG00000113615,SEC24A,191,-67.1499158145157,70.56356064021327,0.01648463,False,False,False
ENSG00000113621,TXNDC15,325,15.02056352403784,116.3318959411679,0.00385015,False,False,False
ENSG00000113638,TTC33,98,-104.64378934644282,34.6170533200494,0.00108242,False,False,False
ENSG00000113648,MACROH2A1,270,-44.331624348831056,118.71069463253049,0.23065442,False,False,False
ENSG00000113658,SMAD5,108,-31.201212911979475,11.810683126067408,0.37361988,False,False,False
ENSG00000113716,HMGXB3,63,-102.95124964281828,19.738670229646587,0.14820735,False,False,False
ENSG00000113719,ERGIC1,47,-63.62226755300782,6.249969393106267,0.04729549,False,False,False
ENSG00000113732,ATP6V0E1,337,6.341477296736997,139.84320180125462,0.02079361,False,False,True
ENSG00000113734,BNIP1,113,-72.28351627739418,27.399154063908732,0.00087457,False,False,False
ENSG00000113739,STC2,431,305.36482985971224,22.02394132277056,0.05022857,False,False,False
ENSG00000113742,CPEB4,184,42.39246860075389,12.446956494816096,0.18478719,False,False,False
ENSG00000113749,HRH2,273,77.15204834616485,43.647889640759296,0.07445441,False,False,True
ENSG00000113758,DBN1,97,35.47782879189317,1.7533119304818867,0.21147333,False,False,False
ENSG00000113761,ZNF346,39,-115.49501280604952,15.952390663817704,0.03371303,False,False,False
ENSG00000113790,EHHADH,44,-33.104817293575195,2.345898637376202,0.00026948,False,False,False
ENSG00000113810,SMC4,476,55.349915634346445,261.16221012995277,0.02810599,False,True,False
ENSG00000113811,SELENOK,460,128.83135497889862,136.5054931804679,0.00347645,False,False,False
ENSG00000113812,ACTR8,114,-116.88451779348156,49.833995613113046,0.00272992,False,False,False
ENSG00000113838,TBCCD1,63,-91.25026689126523,16.32540843268565,0.00379948,False,False,False
ENSG00000113845,TIMMDC1,249,-14.484917331625226,76.20963632824073,0.00098853,False,False,False
ENSG00000113851,CRBN,396,163.46828047235334,52.46123463157116,0.01824926,False,False,False
ENSG00000113916,BCL6,414,267.50922119158133,14.916560511033957,0.16804597,False,False,False
ENSG00000113966,ARL6,93,-37.17876431459287,10.118353404652026,0.00855642,False,False,False
ENSG00000113971,NPHP3,130,-21.298815892302386,15.143725683162009,0.00428266,False,False,False
ENSG00000114013,CD86,221,92.56004559523876,10.09967483395187,0.06177382,False,False,False
ENSG00000114021,NIT2,177,-52.03398872613851,49.24915807207428,0.00057923,False,False,False
ENSG00000114023,FAM162A,352,33.77498229679023,146.5700106178569,0.00160645,False,False,False
ENSG00000114026,OGG1,132,-65.02968490646711,32.775564619155745,0.00058763,False,False,False
ENSG00000114030,KPNA1,178,-75.15115949987583,68.55343866879115,0.17619987,False,False,False
ENSG00000114054,PCCB,198,-24.891810020706266,46.897241292686424,0.0042436,False,False,False
ENSG00000114062,UBE3A,176,-160.1870544973185,147.55175368389772,0.38570546,False,False,False
ENSG00000114098,ARMC8,135,-137.6078543892945,80.05813535879874,0.18794061,False,False,False
ENSG00000114107,CEP70,189,74.06419011626626,8.054776337057783,0.00064715,False,False,False
ENSG00000114120,SLC25A36,249,17.674742014488473,52.57924414661202,0.04375395,False,False,True
ENSG00000114125,RNF7,229,-140.87861329586107,186.74468664537156,0.03463998,False,False,False
ENSG00000114126,TFDP2,182,23.426567314533138,17.525475552581703,0.16402694,False,False,False
ENSG00000114127,XRN1,534,215.95024520103556,122.26259499593655,0.12142479,False,False,False
ENSG00000114166,KAT2B,428,121.80829475020995,118.33556554480613,0.07737578,False,False,False
ENSG00000114209,PDCD10,196,-124.12129389174211,123.5720836471936,0.25986055,False,False,False
ENSG00000114268,PFKFB4,208,89.27726047296778,19.681433410684395,0.00523989,False,False,False
ENSG00000114302,PRKAR2A,142,-66.26864489131106,37.42473954210325,0.0296831,False,False,False
ENSG00000114315,HES1,46,-16.889909577137846,1.6411751003238317,0.12760508,False,False,False
ENSG00000114316,USP4,120,-94.90706038279671,40.466485198186106,0.0104874,False,False,False
ENSG00000114331,ACAP2,220,-14.869459300651897,52.577357895651176,0.08464571,False,False,False
ENSG00000114346,ECT2,258,4.793086900135734,64.91994849801037,0.01391218,False,False,False
