target,gene,outdeg_Rest,onsig_Rest,outdeg_Stim8hr,onsig_Stim8hr,outdeg_Stim48hr,onsig_Stim48hr
ENSG00000000003,TSPAN6,0.0,False,0.0,False,1.0,False
ENSG00000000419,DPM1,228.0,True,264.0,True,5.0,True
ENSG00000000457,SCYL3,219.0,True,540.0,True,881.0,True
ENSG00000000460,FIRRM,4.0,True,11.0,True,10.0,True
ENSG00000000938,FGR,0.0,False,0.0,False,0.0,False
ENSG00000000971,CFH,2.0,False,1.0,False,1.0,False
ENSG00000001036,FUCA2,0.0,True,3.0,True,0.0,True
ENSG00000001084,GCLC,4.0,True,25.0,True,4.0,False
ENSG00000001460,STPG1,2.0,False,1.0,False,3.0,True
ENSG00000001461,NIPAL3,1.0,True,2.0,True,3.0,True
ENSG00000001561,ENPP4,1.0,True,2.0,True,1.0,True
ENSG00000001630,CYP51A1,0.0,True,8.0,True,1.0,True
ENSG00000001631,KRIT1,30.0,False,2.0,True,18.0,True
ENSG00000002016,RAD52,0.0,False,0.0,True,0.0,True
ENSG00000002330,BAD,3.0,True,2.0,True,2.0,True
ENSG00000002549,LAP3,4.0,True,2.0,True,4.0,True
ENSG00000002586,CD99,0.0,True,7.0,True,10.0,True
ENSG00000002745,WNT16,0.0,False,0.0,False,0.0,False
ENSG00000002746,HECW1,0.0,False,0.0,False,0.0,False
ENSG00000002834,LASP1,1.0,True,0.0,True,1.0,True
ENSG00000002919,SNX11,1.0,True,1.0,True,2.0,True
ENSG00000003056,M6PR,1.0,True,2.0,True,2.0,True
ENSG00000003147,ICA1,1.0,False,0.0,False,0.0,False
ENSG00000003249,DBNDD1,0.0,False,3.0,False,0.0,False
ENSG00000003393,ALS2,101.0,True,5.0,True,0.0,True
ENSG00000003400,CASP10,2.0,True,1.0,True,0.0,True
ENSG00000003436,TFPI,0.0,False,2.0,False,0.0,False
ENSG00000003756,RBM5,28.0,True,167.0,True,306.0,True
ENSG00000003987,MTMR7,0.0,False,0.0,False,1.0,False
ENSG00000004059,ARF5,2.0,True,1.0,True,1.0,True
ENSG00000004139,SARM1,2.0,False,4.0,True,1.0,False
ENSG00000004142,POLDIP2,15.0,True,26.0,True,34.0,True
ENSG00000004399,PLXND1,0.0,False,0.0,False,0.0,False
ENSG00000004468,CD38,8.0,True,7.0,True,9.0,True
ENSG00000004478,FKBP4,0.0,True,0.0,True,0.0,True
ENSG00000004487,KDM1A,2017.0,True,2300.0,True,2912.0,True
ENSG00000004534,RBM6,1.0,True,10.0,True,7.0,True
ENSG00000004660,CAMKK1,0.0,False,1.0,False,1.0,False
ENSG00000004700,RECQL,2.0,True,2.0,True,2.0,True
ENSG00000004766,VPS50,7.0,True,7.0,True,2.0,True
ENSG00000004777,ARHGAP33,8.0,True,9.0,False,2.0,True
ENSG00000004799,PDK4,0.0,False,7.0,False,1.0,False
ENSG00000004848,ARX,1.0,False,1.0,False,0.0,False
ENSG00000004864,SLC25A13,2.0,True,3.0,True,6.0,True
ENSG00000004866,ST7,0.0,True,0.0,True,2.0,True
ENSG00000004961,HCCS,905.0,True,1372.0,True,1230.0,True
ENSG00000004975,DVL2,0.0,True,0.0,True,2.0,True
ENSG00000005020,SKAP2,4.0,False,1.0,False,20.0,True
ENSG00000005022,SLC25A5,2.0,True,2.0,True,1.0,True
ENSG00000005059,MCUB,11.0,True,1.0,True,3.0,True
ENSG00000005073,HOXA11,1.0,False,6.0,False,0.0,False
ENSG00000005100,DHX33,43.0,False,,,,
ENSG00000005102,MEOX1,1.0,False,12.0,False,1.0,False
ENSG00000005156,LIG3,1.0,True,1.0,True,1176.0,True
ENSG00000005187,ACSM3,22.0,False,1.0,False,1.0,True
ENSG00000005189,REXO5,10.0,True,8.0,False,4.0,True
ENSG00000005194,CIAPIN1,2.0,False,,,,
ENSG00000005206,SPPL2B,6.0,True,5.0,True,2.0,True
ENSG00000005238,ATOSB,0.0,True,0.0,False,0.0,True
ENSG00000005249,PRKAR2B,8.0,False,2.0,False,13.0,False
ENSG00000005302,MSL3,0.0,False,0.0,False,2.0,False
ENSG00000005339,CREBBP,1561.0,True,2968.0,True,1956.0,True
ENSG00000005379,TSPOAP1,2.0,True,2.0,False,0.0,False
ENSG00000005381,MPO,2.0,False,4.0,False,0.0,False
ENSG00000005436,GCFC2,0.0,True,0.0,True,6.0,True
ENSG00000005448,WDR54,9.0,True,102.0,True,165.0,True
ENSG00000005469,CROT,145.0,True,282.0,True,45.0,True
ENSG00000005483,KMT2E,336.0,True,303.0,True,895.0,True
ENSG00000005486,RHBDD2,1.0,True,1.0,True,1.0,True
ENSG00000005513,SOX8,0.0,False,2.0,False,21.0,False
ENSG00000005700,IBTK,2.0,True,0.0,True,1.0,True
ENSG00000005801,ZNF195,0.0,False,0.0,True,0.0,False
ENSG00000005810,MYCBP2,1.0,True,1.0,True,1.0,True
ENSG00000005812,FBXL3,210.0,True,423.0,True,64.0,True
ENSG00000005844,ITGAL,3.0,True,42.0,True,11.0,True
ENSG00000005882,PDK2,0.0,True,0.0,True,0.0,True
ENSG00000005884,ITGA3,6.0,True,4.0,True,1.0,True
ENSG00000005889,ZFX,34.0,True,260.0,True,11.0,True
ENSG00000005893,LAMP2,0.0,True,0.0,True,1.0,True
ENSG00000005961,ITGA2B,1.0,False,1.0,False,1.0,False
ENSG00000006007,GDE1,2.0,True,16.0,True,1.0,True
ENSG00000006015,REX1BD,4.0,False,0.0,False,,
ENSG00000006025,OSBPL7,0.0,False,0.0,False,0.0,False
ENSG00000006042,TMEM98,0.0,False,0.0,False,0.0,False
ENSG00000006047,YBX2,6.0,False,4.0,False,1.0,False
ENSG00000006062,MAP3K14,0.0,False,0.0,True,0.0,False
ENSG00000006071,ABCC8,0.0,False,0.0,False,0.0,False
ENSG00000006125,AP2B1,8.0,True,8.0,True,11.0,True
ENSG00000006194,ZNF263,4.0,True,2.0,True,6.0,True
ENSG00000006282,SPATA20,1.0,False,4.0,True,8.0,True
ENSG00000006327,TNFRSF12A,2.0,False,2.0,False,1.0,False
ENSG00000006377,DLX6,0.0,False,1.0,False,0.0,False
ENSG00000006432,MAP3K9,2.0,True,0.0,True,0.0,True
ENSG00000006451,RALA,0.0,True,0.0,True,0.0,True
ENSG00000006453,BAIAP2L1,0.0,False,1.0,False,1.0,False
ENSG00000006459,KDM7A,0.0,True,0.0,True,0.0,True
ENSG00000006468,ETV1,2.0,False,1.0,False,1.0,False
ENSG00000006530,AGK,6.0,True,9.0,True,4.0,True
ENSG00000006555,TTC22,1.0,True,1.0,False,0.0,False
ENSG00000006576,PHTF2,2.0,True,2.0,True,1.0,True
ENSG00000006607,FARP2,0.0,True,0.0,True,0.0,True
ENSG00000006625,GGCT,0.0,True,0.0,True,1.0,True
ENSG00000006634,DBF4,144.0,True,14.0,True,33.0,True
ENSG00000006638,TBXA2R,4.0,True,1.0,False,17.0,True
ENSG00000006652,IFRD1,1.0,True,0.0,True,0.0,True
ENSG00000006695,COX10,71.0,True,244.0,True,396.0,False
ENSG00000006704,GTF2IRD1,1.0,False,59.0,False,12.0,True
ENSG00000006715,VPS41,272.0,True,72.0,True,303.0,True
ENSG00000006744,ELAC2,83.0,True,412.0,True,,
ENSG00000006757,PNPLA4,1.0,True,0.0,True,3.0,True
ENSG00000006831,ADIPOR2,1.0,True,0.0,True,1.0,True
ENSG00000007038,PRSS21,241.0,True,18.0,False,55.0,True
ENSG00000007080,CCDC124,5.0,True,9.0,True,1.0,True
ENSG00000007129,CEACAM21,0.0,True,0.0,True,3.0,True
ENSG00000007168,PAFAH1B1,,,,,3.0,False
ENSG00000007174,DNAH9,1.0,False,0.0,False,0.0,False
ENSG00000007202,BLTP2,3.0,True,26.0,True,18.0,True
ENSG00000007237,GAS7,0.0,False,0.0,False,2.0,False
ENSG00000007255,TRAPPC6A,4.0,True,1.0,True,0.0,True
ENSG00000007264,MATK,2.0,False,9.0,True,20.0,True
ENSG00000007312,CD79B,1.0,True,0.0,True,5.0,True
ENSG00000007341,ST7L,435.0,False,11.0,True,120.0,False
ENSG00000007350,TKTL1,4.0,False,1.0,False,3.0,False
ENSG00000007372,PAX6,12.0,False,22.0,False,2.0,False
ENSG00000007376,RPUSD1,78.0,True,184.0,True,224.0,True
ENSG00000007392,LUC7L,0.0,True,0.0,True,0.0,True
ENSG00000007402,CACNA2D2,1.0,False,5.0,False,2.0,False
ENSG00000007516,BAIAP3,1.0,False,5.0,False,1.0,False
ENSG00000007520,TSR3,1.0,True,7.0,True,1.0,True
ENSG00000007541,PIGQ,0.0,True,0.0,True,1.0,True
ENSG00000007545,CRAMP1,2.0,True,1.0,True,5.0,True
ENSG00000007866,TEAD3,4.0,False,2.0,False,5.0,False
ENSG00000007944,MYLIP,7.0,True,3.0,True,8.0,True
ENSG00000007968,E2F2,0.0,False,0.0,False,0.0,False
ENSG00000008086,CDKL5,16.0,False,5.0,False,5.0,False
ENSG00000008128,CDK11A,1.0,False,2.0,True,0.0,False
ENSG00000008130,NADK,1.0,True,3.0,True,21.0,True
ENSG00000008196,TFAP2B,0.0,False,0.0,False,0.0,False
ENSG00000008197,TFAP2D,0.0,False,0.0,False,0.0,False
ENSG00000008226,DLEC1,1.0,False,0.0,False,0.0,False
ENSG00000008256,CYTH3,35.0,True,98.0,True,1.0,False
ENSG00000008277,ADAM22,0.0,False,3.0,False,4.0,False
ENSG00000008282,SYPL1,1.0,True,4.0,True,2.0,True
ENSG00000008283,CYB561,0.0,True,2.0,False,0.0,False
ENSG00000008294,SPAG9,2.0,True,3.0,True,3.0,True
ENSG00000008300,CELSR3,4.0,False,1.0,False,0.0,False
ENSG00000008311,AASS,1.0,False,0.0,False,25.0,True
ENSG00000008324,SS18L2,7.0,True,3.0,True,431.0,True
ENSG00000008382,MPND,1.0,False,23.0,False,0.0,False
ENSG00000008394,MGST1,0.0,False,0.0,False,0.0,False
ENSG00000008405,CRY1,196.0,True,5.0,True,5.0,True
ENSG00000008438,PGLYRP1,9.0,False,1.0,False,12.0,False
ENSG00000008441,NFIX,1.0,False,38.0,True,424.0,False
ENSG00000008513,ST3GAL1,9.0,True,3.0,True,2.0,False
ENSG00000008516,MMP25,0.0,False,0.0,False,0.0,False
ENSG00000008517,IL32,0.0,True,1.0,True,0.0,True
ENSG00000008710,PKD1,0.0,True,0.0,True,0.0,True
ENSG00000008838,MED24,1538.0,True,2794.0,True,1606.0,True
ENSG00000008853,RHOBTB2,4.0,False,1.0,False,2.0,False
ENSG00000008869,HEATR5B,41.0,True,18.0,True,14.0,True
ENSG00000008952,SEC62,141.0,True,2.0,True,6.0,True
ENSG00000009307,CSDE1,1813.0,True,1052.0,True,689.0,True
ENSG00000009335,UBE3C,27.0,True,2.0,True,2.0,True
ENSG00000009413,REV3L,7.0,True,2.0,False,6.0,False
ENSG00000009709,PAX7,5.0,False,2.0,False,397.0,False
ENSG00000009724,MASP2,0.0,False,0.0,False,0.0,False
ENSG00000009780,FAM76A,7.0,True,1.0,True,0.0,True
ENSG00000009790,TRAF3IP3,1.0,True,2.0,True,0.0,True
ENSG00000009830,POMT2,2.0,False,1.0,True,2.0,False
ENSG00000009844,VTA1,0.0,True,1.0,True,0.0,True
ENSG00000009950,MLXIPL,0.0,False,0.0,False,0.0,False
ENSG00000009954,BAZ1B,4.0,True,2.0,True,0.0,True
ENSG00000010017,RANBP9,0.0,True,7.0,True,0.0,True
ENSG00000010030,ETV7,1.0,False,0.0,False,2.0,False
ENSG00000010072,SPRTN,0.0,False,0.0,True,0.0,False
ENSG00000010165,METTL13,2.0,True,1.0,True,1.0,True
ENSG00000010219,DYRK4,0.0,True,0.0,True,4.0,True
ENSG00000010256,UQCRC1,527.0,True,262.0,True,,
ENSG00000010270,STARD3NL,2.0,True,0.0,True,1.0,True
ENSG00000010278,CD9,10.0,True,3.0,True,4.0,False
ENSG00000010295,IFFO1,1.0,True,1.0,True,0.0,False
ENSG00000010310,GIPR,0.0,False,1.0,False,1.0,False
ENSG00000010318,PHF7,1.0,False,2.0,False,1.0,False
ENSG00000010319,SEMA3G,7.0,False,2.0,False,2.0,False
ENSG00000010322,NISCH,1.0,True,0.0,True,2.0,True
ENSG00000010327,STAB1,0.0,False,0.0,False,1.0,False
ENSG00000010361,FUZ,1.0,True,1.0,True,1.0,True
ENSG00000010404,IDS,0.0,True,0.0,True,1.0,True
ENSG00000010438,PRSS3,2.0,False,0.0,False,0.0,False
ENSG00000010539,ZNF200,9.0,True,53.0,True,56.0,True
ENSG00000010610,CD4,0.0,True,0.0,True,0.0,True
ENSG00000010626,LRRC23,3.0,False,4.0,False,4.0,True
ENSG00000010671,BTK,4.0,False,21.0,False,1.0,False
ENSG00000010704,HFE,2.0,False,0.0,False,0.0,False
ENSG00000010803,SCMH1,0.0,False,0.0,False,0.0,True
ENSG00000010810,FYN,5.0,True,6.0,True,1.0,False
ENSG00000010818,HIVEP2,0.0,True,0.0,False,0.0,False
ENSG00000011007,ELOA,3.0,True,4.0,True,14.0,True
ENSG00000011009,LYPLA2,0.0,False,0.0,False,0.0,False
ENSG00000011021,CLCN6,2.0,True,2.0,True,2.0,False
ENSG00000011028,MRC2,136.0,True,584.0,True,1350.0,True
ENSG00000011105,TSPAN9,118.0,False,107.0,False,52.0,False
ENSG00000011114,BTBD7,0.0,False,2.0,True,0.0,True
ENSG00000011132,APBA3,0.0,False,2.0,False,0.0,False
ENSG00000011143,MKS1,3.0,True,8.0,True,15.0,True
ENSG00000011198,ABHD5,3.0,True,0.0,True,1.0,True
ENSG00000011243,AKAP8L,4.0,True,3.0,True,3.0,True
ENSG00000011258,MBTD1,7.0,True,3.0,True,1.0,True
ENSG00000011275,RNF216,15.0,True,6.0,True,0.0,True
ENSG00000011295,TTC19,6.0,True,3.0,True,1.0,True
ENSG00000011304,PTBP1,88.0,True,214.0,True,118.0,True
ENSG00000011332,DPF1,27.0,False,99.0,False,7.0,False
ENSG00000011376,LARS2,121.0,True,812.0,True,601.0,False
ENSG00000011405,PIK3C2A,0.0,True,0.0,True,2.0,True
ENSG00000011422,PLAUR,0.0,True,0.0,True,0.0,True
ENSG00000011451,WIZ,231.0,True,652.0,True,312.0,True
ENSG00000011454,RABGAP1,1.0,True,1.0,True,1.0,True
ENSG00000011465,DCN,0.0,False,0.0,False,2.0,False
ENSG00000011478,QPCTL,7.0,False,18.0,True,0.0,True
ENSG00000011485,PPP5C,2.0,True,3.0,True,0.0,True
ENSG00000011523,CEP68,9.0,True,0.0,True,0.0,True
ENSG00000011566,MAP4K3,0.0,True,1.0,True,2.0,True
ENSG00000011590,ZBTB32,12.0,True,5.0,True,111.0,True
ENSG00000011600,TYROBP,0.0,False,0.0,False,0.0,False
ENSG00000011638,LDAF1,5.0,False,1.0,False,0.0,False
ENSG00000012048,BRCA1,,,59.0,False,,
ENSG00000012061,ERCC1,224.0,True,235.0,True,415.0,True
ENSG00000012124,CD22,0.0,False,0.0,False,1.0,False
ENSG00000012174,MBTPS2,20.0,False,60.0,False,,
ENSG00000012211,PRICKLE3,1.0,True,3.0,True,4.0,True
ENSG00000012223,LTF,2.0,False,8.0,False,3.0,False
ENSG00000012232,EXTL3,3.0,False,0.0,True,0.0,True
ENSG00000012504,NR1H4,1.0,False,1.0,False,0.0,False
ENSG00000012660,ELOVL5,1.0,True,1.0,True,4.0,True
ENSG00000012779,ALOX5,45.0,True,29.0,False,16.0,True
ENSG00000012817,KDM5D,0.0,True,0.0,True,0.0,True
ENSG00000012822,CALCOCO1,0.0,True,2.0,True,0.0,True
ENSG00000012963,UBR7,13.0,True,1.0,True,1.0,True
ENSG00000012983,MAP4K5,0.0,True,2.0,True,0.0,True
ENSG00000013016,EHD3,0.0,False,0.0,False,1.0,True
ENSG00000013288,MAN2B2,1.0,True,0.0,True,1.0,True
ENSG00000013306,SLC25A39,0.0,True,0.0,True,0.0,True
ENSG00000013364,MVP,6.0,True,5.0,True,17.0,True
ENSG00000013374,NUB1,2.0,True,1.0,True,2.0,True
ENSG00000013392,RWDD2A,196.0,False,398.0,False,42.0,False
ENSG00000013441,CLK1,1.0,False,1.0,True,0.0,False
ENSG00000013523,ANGEL1,0.0,True,1.0,True,0.0,True
ENSG00000013561,RNF14,10.0,True,6.0,True,6.0,True
ENSG00000013563,DNASE1L1,0.0,True,0.0,False,3.0,True
ENSG00000013583,HEBP1,0.0,True,5.0,True,0.0,True
ENSG00000013588,GPRC5A,13.0,False,37.0,False,24.0,False
ENSG00000013619,MAMLD1,0.0,True,40.0,True,3.0,True
ENSG00000013725,CD6,4.0,True,21.0,True,0.0,True
ENSG00000014123,UFL1,649.0,True,1320.0,True,733.0,True
ENSG00000014164,ZC3H3,217.0,True,230.0,True,139.0,True
ENSG00000014216,CAPN1,0.0,True,0.0,True,1.0,True
ENSG00000014641,MDH1,1.0,True,1.0,True,2.0,True
ENSG00000014824,SLC30A9,0.0,True,0.0,True,1.0,True
ENSG00000014914,MTMR11,0.0,False,0.0,False,0.0,False
ENSG00000014919,COX15,14.0,True,97.0,True,246.0,True
ENSG00000015133,CCDC88C,0.0,True,1.0,True,5.0,True
ENSG00000015153,YAF2,1.0,True,0.0,True,1.0,True
ENSG00000015171,ZMYND11,2.0,True,3.0,True,0.0,True
ENSG00000015285,WAS,32.0,True,494.0,True,43.0,True
ENSG00000015475,BID,0.0,True,0.0,True,0.0,True
ENSG00000015479,MATR3,51.0,False,45.0,False,95.0,False
ENSG00000015532,XYLT2,1.0,True,1.0,True,0.0,True
ENSG00000015568,RGPD5,0.0,False,0.0,False,0.0,False
ENSG00000015676,NUDCD3,41.0,False,562.0,False,,
ENSG00000016082,ISL1,0.0,False,0.0,False,0.0,False
ENSG00000016391,CHDH,0.0,False,0.0,False,1.0,True
ENSG00000016490,CLCA1,0.0,False,0.0,False,1.0,False
ENSG00000016864,GLT8D1,3.0,True,1.0,True,3.0,True
ENSG00000017260,ATP2C1,1.0,True,0.0,True,0.0,True
ENSG00000017483,SLC38A5,2.0,True,1.0,True,1.0,True
ENSG00000017797,RALBP1,9.0,True,4.0,True,11.0,True
ENSG00000018189,RUFY3,0.0,False,0.0,False,1.0,False
ENSG00000018280,SLC11A1,2.0,False,3.0,False,0.0,False
ENSG00000018510,AGPS,1.0,True,0.0,True,1.0,True
ENSG00000018610,STEEP1,1.0,True,6.0,True,0.0,True
ENSG00000018869,ZNF582,0.0,False,2.0,False,0.0,False
ENSG00000019102,VSIG2,5.0,False,2.0,False,0.0,False
ENSG00000019144,PHLDB1,0.0,False,1.0,False,1.0,False
ENSG00000019485,PRDM11,0.0,False,0.0,False,0.0,False
ENSG00000019549,SNAI2,2.0,False,0.0,False,0.0,False
ENSG00000019582,CD74,0.0,True,2.0,True,0.0,True
ENSG00000020129,NCDN,10.0,True,7.0,True,195.0,True
ENSG00000020256,ZFP64,3.0,True,7.0,True,25.0,True
ENSG00000020577,SAMD4A,1.0,False,3.0,False,0.0,False
ENSG00000020633,RUNX3,8.0,True,2.0,True,3.0,False
ENSG00000021300,PLEKHB1,0.0,False,0.0,False,0.0,False
ENSG00000021355,SERPINB1,0.0,True,1.0,True,2.0,True
ENSG00000021574,SPAST,0.0,True,0.0,True,3.0,True
ENSG00000021762,OSBPL5,0.0,False,0.0,False,5.0,False
ENSG00000022267,FHL1,385.0,False,465.0,False,76.0,False
ENSG00000022277,RTF2,5.0,False,,,,
ENSG00000022556,NLRP2,6.0,True,0.0,True,0.0,True
ENSG00000022567,SLC45A4,0.0,False,0.0,False,0.0,False
ENSG00000022840,RNF10,0.0,True,2.0,True,1.0,True
ENSG00000022976,ZNF839,1.0,True,0.0,True,2.0,True
ENSG00000023041,ZDHHC6,1.0,True,1.0,True,1.0,True
ENSG00000023171,GRAMD1B,1.0,False,0.0,False,0.0,False
ENSG00000023191,RNH1,0.0,True,0.0,True,1.0,True
ENSG00000023228,NDUFS1,2.0,True,4.0,True,25.0,True
ENSG00000023287,RB1CC1,391.0,True,901.0,True,580.0,True
ENSG00000023318,ERP44,2.0,True,3.0,True,3.0,True
ENSG00000023330,ALAS1,3.0,False,60.0,True,12.0,True
ENSG00000023445,BIRC3,3.0,True,0.0,True,2.0,True
ENSG00000023516,AKAP11,0.0,True,25.0,True,2.0,True
ENSG00000023572,GLRX2,1.0,True,1.0,True,0.0,True
ENSG00000023608,SNAPC1,,,37.0,False,4.0,False
ENSG00000023697,DERA,0.0,True,0.0,True,1.0,True
ENSG00000023734,STRAP,1699.0,True,1215.0,True,849.0,True
ENSG00000023839,ABCC2,0.0,False,1.0,False,0.0,False
ENSG00000023892,DEF6,0.0,True,59.0,True,22.0,True
ENSG00000023902,PLEKHO1,0.0,True,0.0,True,0.0,True
ENSG00000023909,GCLM,1.0,True,5.0,True,1.0,True
ENSG00000024048,UBR2,0.0,True,0.0,True,0.0,True
ENSG00000024526,DEPDC1,0.0,True,0.0,True,2.0,True
ENSG00000024862,CCDC28A,0.0,False,0.0,False,0.0,True
ENSG00000025039,RRAGD,1.0,False,1.0,False,2.0,True
ENSG00000025156,HSF2,4.0,True,4.0,True,13.0,True
ENSG00000025293,PHF20,8.0,True,9.0,True,176.0,True
ENSG00000025434,NR1H3,0.0,False,0.0,False,0.0,False
ENSG00000025708,TYMP,0.0,True,0.0,True,0.0,True
ENSG00000025770,NCAPH2,6.0,False,0.0,False,25.0,True
ENSG00000025772,TOMM34,0.0,True,0.0,True,0.0,True
ENSG00000025796,SEC63,292.0,True,305.0,True,646.0,True
ENSG00000025800,KPNA6,3.0,True,6.0,True,20.0,True
ENSG00000026025,VIM,26.0,True,37.0,True,29.0,True
ENSG00000026103,FAS,2.0,True,8.0,True,2.0,True
ENSG00000026297,RNASET2,1.0,True,1.0,True,0.0,True
ENSG00000026508,CD44,0.0,True,3.0,True,0.0,True
ENSG00000026652,AGPAT4,2.0,True,0.0,False,0.0,True
ENSG00000026751,SLAMF7,44.0,True,107.0,True,1.0,True
ENSG00000026950,BTN3A1,3.0,True,3.0,False,1.0,True
ENSG00000027001,MIPEP,151.0,True,413.0,True,2143.0,True
ENSG00000027075,PRKCH,33.0,True,7.0,True,6.0,True
ENSG00000027697,IFNGR1,0.0,True,109.0,True,2.0,True
ENSG00000027847,B4GALT7,285.0,False,4.0,True,0.0,True
ENSG00000027869,SH2D2A,1.0,True,3.0,True,0.0,True
ENSG00000028116,VRK2,6.0,True,5.0,True,29.0,True
ENSG00000028137,TNFRSF1B,0.0,True,8.0,True,1.0,False
ENSG00000028203,VEZT,270.0,True,295.0,True,259.0,True
ENSG00000028277,POU2F2,1.0,True,5.0,True,15.0,True
ENSG00000028310,BRD9,142.0,True,97.0,True,101.0,True
ENSG00000028528,SNX1,63.0,True,2.0,True,0.0,True
ENSG00000028839,TBPL1,23.0,True,25.0,True,57.0,True
ENSG00000029153,BMAL2,0.0,True,1.0,True,0.0,True
ENSG00000029363,BCLAF1,42.0,True,106.0,True,114.0,True
ENSG00000029364,SLC39A9,2.0,False,3.0,False,2.0,False
ENSG00000029534,ANK1,2.0,False,0.0,False,0.0,False
ENSG00000029639,TFB1M,0.0,True,6.0,True,865.0,True
ENSG00000029725,RABEP1,2.0,True,3.0,True,2.0,True
ENSG00000029993,HMGB3,16.0,True,28.0,True,53.0,True
ENSG00000030110,BAK1,0.0,True,2.0,True,0.0,True
ENSG00000030419,IKZF2,12.0,False,3.0,False,19.0,True
ENSG00000030582,GRN,7.0,True,0.0,False,0.0,True
ENSG00000031003,FAM13B,9.0,True,6.0,True,4.0,True
ENSG00000031081,ARHGAP31,1.0,False,1.0,True,0.0,False
ENSG00000031691,CENPQ,2.0,False,0.0,False,17.0,True
ENSG00000031823,RANBP3,147.0,True,167.0,True,83.0,True
ENSG00000032219,ARID4A,1.0,True,0.0,True,9.0,True
ENSG00000032389,EIPR1,272.0,True,243.0,True,43.0,True
ENSG00000032444,PNPLA6,0.0,False,0.0,False,0.0,False
ENSG00000032742,IFT88,1.0,True,0.0,True,0.0,True
ENSG00000033011,ALG1,133.0,False,399.0,True,1.0,False
ENSG00000033030,ZCCHC8,41.0,True,118.0,True,127.0,True
ENSG00000033050,ABCF2,0.0,True,0.0,True,4.0,True
ENSG00000033100,CHPF2,2.0,True,3.0,True,1.0,True
ENSG00000033122,LRRC7,0.0,False,0.0,False,0.0,False
ENSG00000033170,FUT8,11.0,True,0.0,True,2.0,True
ENSG00000033178,UBA6,2.0,True,0.0,True,0.0,True
ENSG00000033327,GAB2,2.0,True,22.0,True,55.0,True
ENSG00000033627,ATP6V0A1,4.0,True,2.0,True,2.0,True
ENSG00000033800,PIAS1,91.0,True,0.0,False,1.0,False
ENSG00000033867,SLC4A7,14.0,True,45.0,True,147.0,True
ENSG00000034053,APBA2,8.0,False,1.0,False,0.0,False
ENSG00000034152,MAP2K3,1.0,True,1.0,True,1.0,True
ENSG00000034510,TMSB10,3.0,True,1.0,True,2.0,True
ENSG00000034533,ASTE1,0.0,True,6.0,True,0.0,True
ENSG00000034677,RNF19A,1.0,True,6.0,True,3.0,True
ENSG00000034693,PEX3,10.0,True,20.0,True,22.0,True
ENSG00000034713,GABARAPL2,0.0,False,0.0,False,0.0,False
ENSG00000035115,SH3YL1,9.0,True,22.0,True,22.0,True
ENSG00000035141,FAM136A,2.0,True,1.0,True,208.0,True
ENSG00000035403,VCL,1.0,True,1.0,True,1.0,True
ENSG00000035499,DEPDC1B,2.0,True,0.0,True,0.0,True
ENSG00000035664,DAPK2,11.0,False,13.0,False,349.0,True
ENSG00000035681,NSMAF,0.0,True,1.0,True,1.0,True
ENSG00000035687,ADSS2,465.0,True,80.0,True,,
ENSG00000035720,STAP1,73.0,True,0.0,False,0.0,True
ENSG00000035862,TIMP2,,,,,1.0,False
ENSG00000035928,RFC1,2.0,False,18.0,True,3.0,False
ENSG00000036054,TBC1D23,1.0,True,2.0,True,4.0,True
ENSG00000036257,CUL3,692.0,True,584.0,True,669.0,True
ENSG00000036448,MYOM2,0.0,False,0.0,False,0.0,False
ENSG00000036530,CYP46A1,0.0,False,1.0,False,0.0,False
ENSG00000037042,TUBG2,0.0,False,0.0,False,0.0,True
ENSG00000037241,RPL26L1,37.0,False,19.0,False,6.0,False
ENSG00000037280,FLT4,5.0,False,5.0,False,8.0,False
ENSG00000037474,NSUN2,37.0,True,75.0,True,70.0,True
ENSG00000037637,FBXO42,68.0,True,98.0,True,374.0,True
ENSG00000037749,MFAP3,4.0,False,2.0,True,2.0,False
ENSG00000037757,MRI1,0.0,True,0.0,True,2.0,True
ENSG00000037897,METTL1,514.0,True,1046.0,True,1282.0,True
ENSG00000037965,HOXC8,0.0,False,0.0,False,0.0,False
ENSG00000038002,AGA,0.0,True,1.0,True,0.0,True
ENSG00000038210,PI4K2B,2.0,True,3.0,True,1.0,True
ENSG00000038219,BOD1L1,,,,,46.0,False
ENSG00000038358,EDC4,11.0,True,23.0,True,28.0,True
ENSG00000038382,TRIO,6.0,False,0.0,False,0.0,False
ENSG00000038427,VCAN,1.0,False,0.0,False,3.0,False
ENSG00000038532,CLEC16A,1.0,True,1.0,True,4.0,True
ENSG00000039068,CDH1,0.0,False,0.0,False,0.0,False
ENSG00000039319,ZFYVE16,2.0,True,1.0,True,4.0,True
ENSG00000039523,RIPOR1,165.0,True,89.0,False,19.0,False
ENSG00000039560,RAI14,0.0,False,7.0,False,0.0,False
ENSG00000039600,SOX30,0.0,False,0.0,False,1.0,False
ENSG00000039650,PNKP,25.0,False,56.0,False,13.0,False
ENSG00000040199,PHLPP2,0.0,True,33.0,True,2.0,True
ENSG00000040341,STAU2,0.0,True,0.0,True,0.0,True
ENSG00000040487,SLC66A1,9.0,True,1.0,True,1.0,True
ENSG00000040531,CTNS,3.0,True,5.0,True,10.0,True
ENSG00000040633,PHF23,702.0,True,402.0,True,436.0,True
