gene_id,gene_name,nreg_Rest,resid_Rest,nreg_Stim8hr,resid_Stim8hr,nreg_Stim48hr,resid_Stim48hr,nreg_total,resid_total,baseMean,ess_hart,ess_cegv2,noness_negv1,shet
ENSG00000008324,SS18L2,17,-42.68828584863461,39,-40.169574700167786,24,-42.40111504892499,80,-125.25897559772739,35.58698699973359,False,True,False,0.00490099
ENSG00000008382,MPND,20,-18.932123543873352,27,-21.295014099777283,20,-12.623562697583218,67,-52.85070034123385,7.724376185754574,False,False,False,0.00279716
ENSG00000008394,MGST1,1,-14.878273334533471,1,-27.50128285450308,4,-18.90029750308071,6,-61.27985369211726,1.7141974973978582,False,False,False,0.0006108
ENSG00000008405,CRY1,33,-14.338605078889621,129,49.55432899161575,76,20.357499188669983,238,55.57322310139611,26.49968757127449,False,False,False,0.01809031
ENSG00000008441,NFIX,3,-6.9359149171425685,47,7.182429802510107,4,-3.877799271510759,54,-3.6312843861432205,1.2895601016678677,False,False,False,0.6171846
ENSG00000008513,ST3GAL1,59,-26.405209706954068,139,45.47143307946165,206,120.4400914924442,404,139.50631486495178,72.40138920906458,False,False,False,0.04124067
ENSG00000008516,MMP25,65,20.131858216948935,86,52.83453673231548,71,25.804871547214418,222,98.77126649647883,10.52123414893554,False,False,False,0.00058388
ENSG00000008517,IL32,123,-225.3297308149971,186,-38.98103533535331,136,-291.6892285835287,445,-555.9999947338791,2799.9259930990015,False,False,False,0.00049409
ENSG00000008710,PKD1,26,-5.354396890481883,27,-27.15994231140138,7,-27.20333122613163,60,-59.71767042801489,7.781083437759417,False,False,False,0.11455967
ENSG00000008838,MED24,40,-36.90653486301352,55,-47.18703007784397,49,-37.65123341399949,144,-121.74479835485698,74.6378384654868,False,False,False,0.0062371
ENSG00000008853,RHOBTB2,28,-1.5784240362884532,37,-4.470553916970836,13,-8.153496763615209,78,-14.202474716874498,3.6127303869356178,False,False,False,0.04166091
ENSG00000008869,HEATR5B,62,-9.008558651776085,59,-22.210862546721728,39,-25.67509461728369,160,-56.8945158157815,41.64596464068723,False,False,False,0.02089418
ENSG00000008952,SEC62,70,-14.932520524455526,122,12.11365936583286,59,-32.39073724853522,251,-35.209598407157884,92.50797833761604,False,False,False,0.13106405
ENSG00000009307,CSDE1,50,-47.056915283306054,64,-61.0966486955768,89,-38.230497616175214,203,-146.38406159505809,160.47151919789758,False,False,False,0.24540558
ENSG00000009335,UBE3C,51,-46.63487746179422,91,-47.89832336693138,143,27.103917316567035,285,-67.42928351215856,173.92667938633807,False,False,False,0.14019765
ENSG00000009413,REV3L,57,-0.4002844408095356,61,-13.17549537665522,39,-12.594251175776364,157,-26.17003099324112,25.8959097583622,False,False,False,0.21314185
ENSG00000009780,FAM76A,24,-27.55552740497282,40,-23.3084529808675,19,-21.75645593646589,83,-72.6204363223062,16.349197761289297,False,False,False,0.0131543
ENSG00000009790,TRAF3IP3,128,-25.42055297014423,154,1.334576206703531,133,-40.839809855475096,415,-64.9257866189158,380.7681977125326,False,False,False,0.00765103
ENSG00000009830,POMT2,13,-10.174156128629235,22,-23.765902314639227,12,-10.695205676122615,47,-44.63526411939108,3.62737743641351,False,False,False,0.00500066
ENSG00000009844,VTA1,34,-36.809060887181076,62,-40.07888291844982,43,-43.270687122425315,139,-120.15863092805621,70.41323591537126,False,False,False,0.0082413
ENSG00000009954,BAZ1B,94,-4.349047397435257,82,-42.7856242242063,63,-48.18097999445155,239,-95.3156516160931,143.37788222304573,False,False,False,0.34005713
ENSG00000010017,RANBP9,106,16.88676501764938,107,-4.368381167340544,105,-14.630087121141443,318,-2.1117032708326064,124.46902415848994,False,False,False,0.33018685
ENSG00000010030,ETV7,5,-12.32628374705893,30,5.433790366048015,8,2.105180138995035,43,-4.78731324201588,0.5809148832559335,False,False,False,0.00091341
ENSG00000010072,SPRTN,12,-38.727700054819145,20,-47.702767777835675,24,-20.678788033118018,56,-107.10925586577284,18.60466717515646,False,False,False,0.12984238
ENSG00000010165,METTL13,26,-41.74519359216997,55,-45.68362431031683,32,-53.80956568735621,113,-141.238383589843,66.99405305177842,False,False,False,0.0122205
ENSG00000010219,DYRK4,37,-5.003004275384477,58,-9.968259283763032,40,-14.739968567443455,135,-29.711232126590964,19.59935986201648,False,False,False,0.00032091
ENSG00000010256,UQCRC1,130,21.40727677254013,91,-37.74014682185668,122,-34.76025159715243,343,-51.09312164646899,221.53312684390272,False,True,False,0.02187314
ENSG00000010270,STARD3NL,71,12.209484167477768,67,-18.025532343173182,57,-20.4598312016859,195,-26.275879377381315,44.760769230934336,False,False,False,0.02590009
ENSG00000010278,CD9,65,8.871886642705718,73,-6.75940624457634,58,-18.963169642144265,196,-16.850689244014887,40.27292316101986,False,False,False,0.01403506
ENSG00000010292,NCAPD2,158,55.78850495916731,119,21.641826690298572,105,-40.02630628550381,382,37.40402536396208,155.39427958970577,False,False,False,0.00924244
ENSG00000010295,IFFO1,25,-19.65786356024079,35,-20.642682946708554,24,-7.800372448411679,84,-48.100918955361024,10.314728969195885,False,False,False,0.02241655
ENSG00000010310,GIPR,10,0.5723325678332944,2,-13.644029616564612,20,2.970182952661716,32,-10.101514096069602,0.6510874867196401,False,False,False,0.00025242
ENSG00000010322,NISCH,40,-16.079711450512292,32,-41.061110180109765,50,-6.4458334222776585,122,-63.586655052899715,26.68822316871045,False,False,False,0.07221909
ENSG00000010361,FUZ,32,-3.3971491458951277,34,-18.11732210680404,21,-13.634066399437238,87,-35.148537652136405,8.103038283715714,False,False,False,0.00208845
ENSG00000010404,IDS,114,25.25826472507778,129,35.21885298491689,99,-17.55505407163035,342,42.92206363836432,102.98096640498788,False,False,False,0.27567469
ENSG00000010539,ZNF200,35,-13.443952876207149,56,-7.24515799225842,37,-8.12518296252398,128,-28.81429383098955,16.52150270062296,False,False,False,0.00072033
ENSG00000010610,CD4,143,15.80307066534293,160,10.836219396027246,142,-49.528741118954144,445,-22.88945105758397,356.8972251273353,False,False,False,0.01516906
ENSG00000010626,LRRC23,9,-13.201350099232524,17,-17.876432932794984,18,-8.606100203034572,44,-39.68388323506208,2.9285288499747733,False,False,False,0.00074836
ENSG00000010803,SCMH1,46,3.0083956642844853,46,-14.909571968772553,40,-6.813713566107616,132,-18.714889870595684,14.846772338023491,False,False,False,0.03720801
ENSG00000010810,FYN,119,22.874699174708567,201,39.74958511808447,151,21.557258341116892,471,84.18154263390993,245.63447613224662,False,False,False,0.17903202
ENSG00000010818,HIVEP2,65,13.308763115502387,80,-3.6242591335697227,52,-2.8804717263140702,197,6.804032255618594,29.972074062538635,False,False,False,0.40718969
ENSG00000011007,ELOA,30,-28.484902270854775,49,-46.08191309711114,40,-18.918993349794043,119,-93.48580871775997,42.40527735691954,False,False,False,0.3241679
ENSG00000011009,LYPLA2,16,-34.11777376720849,28,-41.264528049158486,15,-28.286076586052936,59,-103.6683784024199,18.59467303483057,False,False,False,0.17516719
ENSG00000011021,CLCN6,32,-3.4233238908024646,34,-15.189593335321248,43,2.1119403772267447,109,-16.50097684889697,9.015954347816411,False,False,False,0.02164604
ENSG00000011028,MRC2,92,67.18180551585925,133,74.43792415261908,74,23.63771151318369,299,165.25744118166202,12.34935008396473,False,False,False,0.0438052
